detailedaddress,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,名字,对错,描述,类型
杭州市淳安县千岛湖镇西园社区新安大街55幢-3号楼梯口,nan,杭州市,淳安县,千岛湖镇,西园社区, 新安大街,3号, \N,,55幢-3号,,\N,#NAME?,2,杭州市,23,淳安县,144,千岛湖镇,7,112350370,楼梯口,112275944,西园社区,112276030,新安大街,\N,\N,112350369,55幢-3号,\N,\N,\N,\N,112350370,楼梯口,郑涵睿,正确,,
杭州市淳安县文昌镇下泮村文昌镇下泮村村民委员会1F,nan,杭州市,淳安县,文昌镇,下泮村, ,,\N文昌镇下泮村村民委员会,,,,1F,\N\N\N,2,杭州市,23,淳安县,149,文昌镇,6,76947946,1F,8286746,下泮村,\N,\N,76947945,文昌镇下泮村村民委员会,\N,\N,\N,\N,76947946,1F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇火炉尖社区炉峰路小区11号2幢201,nan,杭州市,淳安县,千岛湖镇,火炉尖社区, ,,炉峰路小区 \N,,11号2幢,,\N,11号\N201,2,杭州市,23,淳安县,144,千岛湖镇,7,60780526,201,2525867,火炉尖社区,23760231,炉峰路小区,\N,\N,58660516,11号2幢,\N,\N,\N,\N,60780526,201,郑涵睿,正确,,
杭州市淳安县千岛湖镇马路村余岭村农居点15幢15-1单元3楼302室,nan,杭州市,淳安县,千岛湖镇,马路村, ,,余岭村 农居点,,,1单元,3楼,15-302室,2,杭州市,23,淳安县,144,千岛湖镇,7,59583348,302室,18300,马路村,58892838,余岭村,59566032,农居点,59566061,15幢,59583293,15-1单元,59583344,3楼,59583348,302室,郑涵睿,错误,building_name回填消失，幢消失。unit_name回填错误,算法待优化
杭州市淳安县千岛湖镇宏山村宏山农居点二期小区3幢2单元2层203室,nan,杭州市,淳安县,千岛湖镇,宏山村, ,,\N宏山农居点小区,2期,,2单元,2层,203室,2,杭州市,23,淳安县,144,千岛湖镇,7,41761239,203室,64605930,宏山村,\N,\N,69198620,宏山农居点二期小区,41761205,3幢,41761234,2单元,41761238,2层,41761239,203室,郑涵睿,错误,building_name回填消失，幢消失,算法待优化
杭州市淳安县千岛湖镇阳光路金色阳光54幢2单元502室,nan,杭州市,淳安县,千岛湖镇,,阳光路,,金色阳光\N,,54幢,2单元,\N,502室,2,杭州市,23,淳安县,144,千岛湖镇,7,28546595,502室,17063,阳光路,28121157,金色阳光,\N,\N,28121159,54幢,28121160,2单元,\N,\N,28546595,502室,郑涵睿,正确,,
杭州市淳安县千岛湖镇望湖社区青春路29幢2单元604,nan,杭州市,淳安县,千岛湖镇,望湖社区, 青春路,, \N,,29幢,2单元,\N,604,2,杭州市,23,淳安县,144,千岛湖镇,7,41298699,604,2526157,望湖社区,5171944,青春路,\N,\N,22202712,29幢,41298656,2单元,\N,\N,41298699,604,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安大街113-5号1F,nan,杭州市,淳安县,千岛湖镇,,新安大街,,\N,,\N,,1F, ,2,杭州市,23,淳安县,144,千岛湖镇,6,76780925,1F,17055,新安大街,76780924,113-5号,\N,\N,\N,\N,\N,\N,76780925,1F,\N,\N,郑涵睿,正确,,
杭州市淳安县王阜乡横路村韭菜坪自然村34号,nan,杭州市,淳安县,王阜乡,横路村, ,,韭菜坪自然村 \N,,34号,,\N,\N\N,2,杭州市,23,淳安县,147,王阜乡,4,104162346,34号,73562828,横路村,104161295,韭菜坪自然村,\N,\N,104162346,34号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇南景路264号商务楼2F700,nan,杭州市,淳安县,千岛湖镇,,南景路,,商务楼,,\N,,2F,700,2,杭州市,23,淳安县,144,千岛湖镇,7,100176797,700,17483984,南景路,76777026,264号,98974502,商务楼,\N,\N,\N,\N,98974503,2F,100176797,700,郑涵睿,正确,,
杭州市淳安县千岛湖镇合歧路5幢2单元401,nan,杭州市,淳安县,千岛湖镇,,合歧路,,\N\N,,5幢,2单元,\N,401,2,杭州市,23,淳安县,144,千岛湖镇,7,38311048,401,5623147,合歧路,\N,\N,\N,\N,38311004,5幢,38311032,2单元,\N,\N,38311048,401,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安北路56号4单元6楼608室,nan,杭州市,淳安县,千岛湖镇,,新安北路,56号,\N\N,,56号,4单元,6楼,608室,2,杭州市,23,淳安县,144,千岛湖镇,7,66409189,608室,17053,新安北路,\N,\N,\N,\N,66409130,56号,66409131,4单元,66409187,6楼,66409189,608室,郑涵睿,正确,,
杭州市淳安县千岛湖镇江滨社区人民路小区35号2单元4楼404室,nan,杭州市,淳安县,千岛湖镇,江滨社区, ,,人民路小区 \N,,35号,2单元,4楼,404室,2,杭州市,23,淳安县,144,千岛湖镇,7,64586845,404室,4111785,江滨社区,64580118,人民路小区,\N,\N,64586832,35号,64586833,2单元,64586843,4楼,64586845,404室,郑涵睿,正确,,
杭州市淳安县千岛湖镇珍珠北路青塘坞小区8幢1单元外墙,nan,杭州市,淳安县,千岛湖镇,,珍珠北路,,青塘坞小区 \N,,8幢,1单元,\N,外墙,2,杭州市,23,淳安县,144,千岛湖镇,7,107275280,外墙,99131580,珍珠北路,110882232,青塘坞小区,\N,\N,39807001,8幢,39807003,1单元,\N,\N,107275280,外墙,郑涵睿,正确,,
杭州市淳安县富文乡漠川村漠川自然村87号,nan,杭州市,淳安县,富文乡,漠川村, ,,漠川自然村 \N,,87号,,\N,\N\N,2,杭州市,23,淳安县,135,富文乡,4,103693632,87号,20440,漠川村,103693529,漠川自然村,\N,\N,103693632,87号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇滨江社区新安西路小区2号2幢2单元303号,nan,杭州市,淳安县,千岛湖镇,滨江社区, ,,新安西路小区 \N,,2号2幢,2单元,\N,2号303号,2,杭州市,23,淳安县,144,千岛湖镇,7,60092838,303号,30526549,滨江社区,59773795,新安西路小区,\N,\N,60092703,2号2幢,60092989,2单元,\N,\N,60092838,303号,郑涵睿,正确,,
杭州市淳安县千岛湖镇施家塘社区骑龙巷24幢2单元804,nan,杭州市,淳安县,千岛湖镇,施家塘社区, 骑龙巷,, \N,,24幢,2单元,\N,804,2,杭州市,23,淳安县,144,千岛湖镇,7,41444142,804,2525366,施家塘社区,5583818,骑龙巷,\N,\N,5583977,24幢,5584065,2单元,\N,\N,41444142,804,郑涵睿,正确,,
杭州市淳安县临岐镇鱼市街睦怡小区9幢2单元6楼,nan,杭州市,淳安县,临岐镇,,鱼市街,,睦怡小区 \N,,9幢,2单元,6楼,\N,2,杭州市,23,淳安县,5146,临岐镇,6,46760618,6楼,7642301,鱼市街,46760069,睦怡小区,\N,\N,46760568,9幢,46760599,2单元,46760618,6楼,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇康盛路康盛花园11幢4单元,nan,杭州市,淳安县,千岛湖镇,,康盛路,,康盛花园\N,,11幢,4单元,\N,\N,2,杭州市,23,淳安县,144,千岛湖镇,5,60737116,4单元,32906313,康盛路,54950298,康盛花园,\N,\N,60737124,11幢,60737116,4单元,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇南景路280号商住楼2F,nan,杭州市,淳安县,千岛湖镇,,南景路,,商住楼,,\N,,2F, ,2,杭州市,23,淳安县,144,千岛湖镇,6,76777178,2F,17483984,南景路,76777150,280号,76777177,商住楼,\N,\N,\N,\N,76777178,2F,\N,\N,郑涵睿,正确,,
杭州市淳安县汾口镇水南路140号2单元1楼,nan,杭州市,淳安县,汾口镇,,水南路,,\N,,\N,2单元,1楼, ,2,杭州市,23,淳安县,133,汾口镇,6,67324539,1楼,2524269,水南路,46437740,140号,\N,\N,\N,\N,67324538,2单元,67324539,1楼,\N,\N,郑涵睿,正确,,
杭州市淳安县鸠坑乡金塔村毛坪自然村80号（集团高价值）,nan,杭州市,淳安县,鸠坑乡,金塔村, ,,毛坪自然村 \N,,80号,,,\N（集团高价值）\N,2,杭州市,23,淳安县,139,鸠坑乡,6,106627880,（集团高价值）,56805455,金塔村,92560611,毛坪自然村,\N,\N,92613525,80号,\N,\N,106627880,（集团高价值）,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇望湖社区龙门路163号2单元203室,nan,杭州市,淳安县,千岛湖镇,望湖社区, 龙门路,163号,\N,,163号,,\N,203室\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,2544509,163号2单元203室,2526157,望湖社区,\N,\N,7311754,龙门路,2544509,163号2单元203室,\N,\N,\N,\N,\N,\N,郑涵睿,错误,building_name回填错误且消失，163号回填两次，2单元消失,算法待优化
杭州市淳安县浪川乡新桥村王爱珍,nan,杭州市,淳安县,浪川乡,新桥村, ,,\N\N,,,,\N,\N\N王爱珍,2,杭州市,23,淳安县,140,浪川乡,7,72839612,王爱珍,8450575,新桥村,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,72839612,王爱珍,郑涵睿,正确,,
杭州市淳安县千岛湖镇环湖北路在水一方3幢2单元1F,nan,杭州市,淳安县,千岛湖镇,,环湖北路,,在水一方\N,,3幢,2单元,1F,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,122781225,1F,8693848,环湖北路,122781163,在水一方,\N,\N,122781170,3幢,122781215,2单元,122781225,1F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇珍珠北路青塘坞小区38幢1单元2楼,nan,杭州市,淳安县,千岛湖镇,,珍珠北路,,青塘坞小区 \N,,38幢,1单元,2楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,39710554,2楼,99131580,珍珠北路,110882232,青塘坞小区,\N,\N,39710550,38幢,39710551,1单元,39710554,2楼,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安北路施岭脚村9号,nan,杭州市,淳安县,千岛湖镇,,新安北路,9号,施岭脚村 \N,,9号,,\N,\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,85428674,9号,17053,新安北路,85428669,施岭脚村,\N,\N,85428674,9号,\N,\N,\N,\N,\N,\N,郑涵睿,错误,building_name回填两次,算法待优化
杭州市淳安县威坪镇兴华街352号威坪镇小学1号教学楼3F,nan,杭州市,淳安县,威坪镇,,兴华街,,威坪镇小学,,1号教学楼,,3F, \N\N,2,杭州市,23,淳安县,148,威坪镇,6,100173367,3F,7324767,兴华街,77368671,352号,92364972,威坪镇小学,100173364,1号教学楼,\N,\N,100173367,3F,\N,\N,郑涵睿,正确,,
杭州市淳安县汾口镇宋京村宋京自然村267号,nan,杭州市,淳安县,汾口镇,宋京村, ,,宋京自然村 \N,,267号,,\N,\N\N,2,杭州市,23,淳安县,133,汾口镇,4,101019428,267号,8410479,宋京村,100996345,宋京自然村,\N,\N,101019428,267号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇环湖南路景湖花园41幢1楼,nan,杭州市,淳安县,千岛湖镇,,环湖南路,,景湖花园\N,,41幢,,1楼,\N\N,2,杭州市,23,淳安县,144,千岛湖镇,6,44994188,1楼,8478404,环湖南路,44993933,景湖花园,\N,\N,44994186,41幢,\N,\N,44994188,1楼,\N,\N,郑涵睿,正确,,
杭州市淳安县大墅镇麦坞路7号大墅镇初级中学2号教师公寓5单元3F,nan,杭州市,淳安县,大墅镇,,麦坞路,,大墅镇初级中学2号教师公寓,,,5单元,3F, \N,2,杭州市,23,淳安县,132,大墅镇,6,77250907,3F,64230758,麦坞路,77250795,7号,77250796,大墅镇初级中学,77250847,2号教师公寓,77250882,5单元,77250907,3F,\N,\N,郑涵睿,正确,,
杭州市淳安县威坪镇贤茂村水碓自然村30号1楼（集团高价值）,nan,杭州市,淳安县,威坪镇,贤茂村, ,,水碓自然村 \N,,30号,,1楼,\N（集团高价值）\N,2,杭州市,23,淳安县,148,威坪镇,6,106684177,1楼（集团高价值）,17641,贤茂村,60172454,水碓自然村,\N,\N,60538434,30号,\N,\N,106684177,1楼（集团高价值）,\N,\N,郑涵睿,正确,,
杭州市淳安县威坪镇兴华街270幢3单元,nan,杭州市,淳安县,威坪镇,,兴华街,,\N\N,,270幢,3单元,\N,\N,2,杭州市,23,淳安县,148,威坪镇,5,9800408,3单元,7324767,兴华街,\N,\N,\N,\N,9800388,270幢,9800408,3单元,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县姜家镇狮城路墨香湖居21幢3单元406,nan,杭州市,淳安县,姜家镇,,狮城路,,墨香湖居\N,,21幢,3单元,\N,406,2,杭州市,23,淳安县,136,姜家镇,7,60785198,406,23519910,狮城路,57603802,墨香湖居,\N,\N,60782137,21幢,60785011,3单元,\N,\N,60785198,406,郑涵睿,正确,,
杭州市淳安县临岐镇文浦路9幢.2单元4楼404,nan,杭州市,淳安县,临岐镇,,文浦路,,\N\N,,9幢.,2单元,4楼,0.404,2,杭州市,23,淳安县,5146,临岐镇,7,42106393,404,7642953,文浦路,\N,\N,\N,\N,42106257,9幢.,42106381,2单元,42106391,4楼,42106393,404,郑涵睿,正确,,
杭州市淳安县威坪镇蜀阜村李公坪自然村67号,nan,杭州市,淳安县,威坪镇,蜀阜村, ,,李公坪自然村 \N,,67号,,\N,\N\N,2,杭州市,23,淳安县,148,威坪镇,4,83358947,67号,17861,蜀阜村,83315815,李公坪自然村,\N,\N,83358947,67号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇环湖北路369号商务楼5F,nan,杭州市,淳安县,千岛湖镇,,环湖北路,,商务楼,,\N,,5F, ,2,杭州市,23,淳安县,144,千岛湖镇,6,83642784,5F,8693848,环湖北路,9679074,369号,83642324,商务楼,\N,\N,\N,\N,83642784,5F,\N,\N,郑涵睿,正确,,
杭州市淳安县汾口镇横沿村77号,nan,杭州市,淳安县,汾口镇,横沿村, ,,\N\N,,77号,,\N,\N\N,2,杭州市,23,淳安县,133,汾口镇,4,76996246,77号,56804741,横沿村,\N,\N,\N,\N,76996246,77号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇睦州大道333号工业园1号楼1F,nan,杭州市,淳安县,千岛湖镇,,睦州大道,333号,工业园,,1幢,,1F, \N\N,2,杭州市,23,淳安县,144,千岛湖镇,6,83650563,1F,40575632,睦州大道,76626968,333号,83650440,工业园,83650561,1号楼,\N,\N,83650563,1F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇鼓山大道235505,nan,杭州市,淳安县,千岛湖镇,,鼓山大道,,\N\N,,2,,5,505,2,杭州市,23,淳安县,144,千岛湖镇,7,19210789,505,13139990,鼓山大道,\N,\N,\N,\N,19210664,2,19210775,3,19210788,5,19210789,505,郑涵睿,正确,,
杭州市淳安县千岛湖镇市场路69-5号马路村建材市场5F5-7号,nan,杭州市,淳安县,千岛湖镇,,市场路马路,7号,村建材市场,,\N,,5F, 5-,2,杭州市,23,淳安县,144,千岛湖镇,7,76716942,5-7号,76667749,市场路,76716924,69-5号,76716925,马路村建材市场,\N,\N,\N,\N,76716926,5F,76716942,5-7号,郑涵睿,错误,door_name里面包含特殊符号导致回填错误,算法待优化
杭州市淳安县千岛湖镇阳光路86号,nan,杭州市,淳安县,千岛湖镇,,阳光路,,\N,,\N,,\N, ,2,杭州市,23,淳安县,144,千岛湖镇,2,76714910,86号,17063,阳光路,76714910,86号,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇望湖社区龙门路6幢1单元,nan,杭州市,淳安县,千岛湖镇,望湖社区, 龙门路,,\N,,6幢,1单元,\N,\N,2,杭州市,23,淳安县,144,千岛湖镇,5,5541283,1单元,2526157,望湖社区,\N,\N,7311754,龙门路,5541282,6幢,5541283,1单元,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县威坪镇湖滨路2-13号1F未覆盖,nan,杭州市,淳安县,威坪镇,,湖滨路,,\N,,\N,,1F, 未覆盖,2,杭州市,23,淳安县,148,威坪镇,7,77445821,未覆盖,140594,湖滨路,77445819,2-13号,\N,\N,\N,\N,\N,\N,77445820,1F,77445821,未覆盖,郑涵睿,正确,,
杭州市淳安县千岛湖镇南苑社区南苑新村小区12幢1单元3楼301室,nan,杭州市,淳安县,千岛湖镇,南苑社区, ,,南苑新村小区 \N,,12幢,1单元,3楼,301室,2,杭州市,23,淳安县,144,千岛湖镇,7,67213434,301室,2384829,南苑社区,2525875,南苑新村小区,\N,\N,67213449,12幢,67213450,1单元,67213433,3楼,67213434,301室,郑涵睿,正确,,
杭州市淳安县千岛湖镇坪山村康盛路沿街店铺玲玲菜店,nan,杭州市,淳安县,千岛湖镇,坪山村, 康盛路,,\N沿街店铺,,,,\N,\N\N玲玲菜店,2,杭州市,23,淳安县,144,千岛湖镇,7,22456047,玲玲菜店,18114,坪山村,\N,\N,22455896,康盛路沿街店铺,\N,\N,\N,\N,\N,\N,22456047,玲玲菜店,郑涵睿,正确,,
杭州市淳安县威坪镇五星村佛岭下自然村83-1号（集团高价值）,nan,杭州市,淳安县,威坪镇,五星村, ,,佛岭下自然村 \N,,1号,,,83-\N（集团高价值）\N,2,杭州市,23,淳安县,148,威坪镇,6,108778558,（集团高价值）,17619,五星村,101061341,佛岭下自然村,\N,\N,101062464,83-1号,\N,\N,108778558,（集团高价值）,\N,\N,郑涵睿,错误,building_name回填错误,算法待优化
杭州市淳安县千岛湖镇火炉尖社区排岭南路小区40幢2单元6楼603室,nan,杭州市,淳安县,千岛湖镇,火炉尖社区, ,,排岭南路小区 \N,,40幢,2单元,6楼,603室,2,杭州市,23,淳安县,144,千岛湖镇,7,121385347,603室,2525867,火炉尖社区,121349496,排岭南路小区,\N,\N,121383541,40幢,121384244,2单元,121385346,6楼,121385347,603室,郑涵睿,正确,,
杭州市淳安县千岛湖镇西园社区新安大街58幢1单元4F,nan,杭州市,淳安县,千岛湖镇,西园社区, 新安大街,, \N,,58幢,1单元,4F,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,112356108,4F,112275944,西园社区,112276030,新安大街,\N,\N,112350325,58幢,112350326,1单元,112356108,4F,\N,\N,郑涵睿,正确,,
杭州市淳安县千岛湖镇新安东路253号1单元5楼502室,nan,杭州市,淳安县,千岛湖镇,,新安东路,,\N,,\N,1单元,5楼, 502室,2,杭州市,23,淳安县,144,千岛湖镇,7,77062432,502室,17059,新安东路,55818140,253号,\N,\N,\N,\N,55818419,1单元,77062430,5楼,77062432,502室,郑涵睿,正确,,
杭州市淳安县千岛湖镇龙门路望江垄小区5幢2单元地下室,nan,杭州市,淳安县,千岛湖镇,,龙门路,,望江垄小区 \N,,5幢,2单元,\N,地下室,2,杭州市,23,淳安县,144,千岛湖镇,7,55089806,地下室,140602,龙门路,54528478,望江垄小区,\N,\N,55089801,5幢,55089805,2单元,\N,\N,55089806,地下室,郑涵睿,正确,,
杭州市淳安县界首乡严家村严家安置村周苏联（集团高价值）,nan,杭州市,淳安县,界首乡,严家村, ,,\N严家安置村,,,,\N,\N\N周苏联（集团高价值）,2,杭州市,23,淳安县,137,界首乡,7,106723332,周苏联（集团高价值）,8438746,严家村,\N,\N,91756631,严家安置村,\N,\N,\N,\N,\N,\N,106723332,周苏联（集团高价值）,郑涵睿,正确,,
杭州市淳安县千岛湖镇阳光路金色阳光3幢2单元3楼303室,nan,杭州市,淳安县,千岛湖镇,,阳光路,,金色阳光\N,,3幢,2单元,3楼,303室,2,杭州市,23,淳安县,144,千岛湖镇,7,58670933,303室,17063,阳光路,28121157,金色阳光,\N,\N,58670907,3幢,58670927,2单元,58670932,3楼,58670933,303室,郑涵睿,正确,,
杭州市淳安县文昌镇浪洞村浪洞自然村55号,nan,杭州市,淳安县,文昌镇,浪洞村, ,,浪洞自然村 \N,,55号,,\N,\N\N,2,杭州市,23,淳安县,149,文昌镇,4,113002235,55号,20209,浪洞村,104675425,浪洞自然村,\N,\N,113002235,55号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县文昌镇溪杨线石毛坞村新安江隧道5,nan,杭州市,淳安县,文昌镇,,溪杨线,,\N\N石毛坞村,,\N,,\N,新安江隧道5,2,杭州市,23,淳安县,149,文昌镇,7,102222676,石毛坞村新安江隧道5,100148016,溪杨线,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,102222676,石毛坞村新安江隧道5,郑涵睿,正确,,
杭州市淳安县威坪镇琴坑村琴溪自然村146号,nan,杭州市,淳安县,威坪镇,琴坑村, ,,琴溪自然村 \N,,146号,,\N,\N\N,2,杭州市,23,淳安县,148,威坪镇,4,104211134,146号,17657,琴坑村,104209292,琴溪自然村,\N,\N,104211134,146号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
杭州市淳安县威坪镇双溪路三都花园二区23幢2单元504室,nan,杭州市,淳安县,威坪镇,,双溪路,,三都花园,2区,23幢,2单元,\N,504室,2,杭州市,23,淳安县,148,威坪镇,7,55021160,504室,140612,双溪路,55019739,三都花园,71170307,二区,55019813,23幢,55021150,2单元,\N,\N,55021160,504室,郑涵睿,正确,,
杭州市淳安县屏门乡将坑村源头自然村章顺来,nan,杭州市,淳安县,屏门乡,将坑村, ,,\N源头自然村,,,,\N,\N\N章顺来,2,杭州市,23,淳安县,143,屏门乡,7,87763440,章顺来,17381,将坑村,\N,\N,87756691,源头自然村,\N,\N,\N,\N,\N,\N,87763440,章顺来,郑涵睿,正确,,
杭州市淳安县威坪镇兴华街337号商住楼1单元1F,nan,杭州市,淳安县,威坪镇,,兴华街,,商住楼,,\N,1单元,1F, ,2,杭州市,23,淳安县,148,威坪镇,6,77376718,1F,7324767,兴华街,8002972,337号,77376716,商住楼,\N,\N,77376717,1单元,77376718,1F,\N,\N,郑涵睿,正确,,
杭州市淳安县宋村乡云港口村上溪埠自然村44号,nan,杭州市,淳安县,宋村乡,云港口村, ,,上溪埠自然村 \N,,44号,,\N,\N\N,2,杭州市,23,淳安县,146,宋村乡,4,83214981,44号,56804445,云港口村,83203719,上溪埠自然村,\N,\N,83214981,44号,\N,\N,\N,\N,\N,\N,郑涵睿,正确,,
